PM10_GRIMM,PM25_GRIMM,PM1_GRIMM,PM10_OPC_N2_1,PM25_OPC_N2_1,PM1_OPC_N2_1,PM10_OPC_N2_2,PM25_OPC_N2_2,PM1_OPC_N2_2,PM25_NOVA,PM10_NOVA,PM25_EVM7,Temperature_dht11_1,RH_dht11_1,Temperature_dht11_2,RH_dht11_2,Temperature_kestrel,RH_kestrel,Wind_Speed_KESTREL
130.34,44.86,21.71,55.1765300751,31.2764924367,23.0778711955,37.3543332815,26.9634394646,19.9143146277,16.2111111111,43.2425925926,43.3333333333,45,40.6,43.625,47.5,39.3916666667,55.1583333333,1.4583333333
103.45,42.43,20.33,44.3133908681,29.7849615642,22.0246227809,31.6789811078,26.0922061696,19.7649751551,15.3722222222,41.8648148148,40.0833333333,45,40.7142857143,41.9411764706,51,40.025,55.4166666667,1.8083333333
89.31,42.18,20.97,40.0172615051,28.9777499928,21.3730928758,31.6386549333,24.8781485838,18.5922430824,15.4185185185,39.9574074074,37.6666666667,44.8235294118,41.6470588235,41.3529411765,53.3529411765,39.9916666667,54.7833333333,1.3583333333
94.32,42.32,19.72,41.6483961344,29.0967841148,21.9471384287,30.3038492764,24.7766417335,18.7916919484,15.2240740741,35.8574074074,38.3333333333,44.6875,41.5625,42.7058823529,49.3529411765,40.7416666667,53.5583333333,0
92.07,41.68,19.48,39.7995169163,28.2444134951,20.9541022778,35.5983772278,24.0007013593,18.1052470888,14.8763636364,36.7090909091,34.5,45,40,43.5,47.6428571429,40.6666666667,53,0
97.24,41.39,19.73,42.7570722368,28.8076236513,21.2165591982,37.5705152088,23.9712346395,18.0737243228,15.2388888889,38.45,38.8333333333,45.9444444444,39.1666666667,44.7222222222,45.2222222222,41.4166666667,52.9666666667,0
102.88,45.26,22.71,43.9285873413,30.741809082,23.3887240092,40.2491679192,26.0686997175,20.1835998297,17.5203703704,38.0666666667,52.8333333333,47,37.5333333333,44,46.6875,41.5916666667,51.1916666667,0
87.11,39.59,19.4,40.7217554516,28.209956699,21.0487858454,31.3108474507,23.6088386984,17.8273001839,14.6425925926,35.0240740741,34.5833333333,44.6666666667,41.3888888889,41.4705882353,52.6470588235,40.1833333333,52.2666666667,0
98.84,39.21,19.22,36.8893523746,28.0700786379,20.9676007165,41.9296185175,25.7956456078,19.4759931564,14.6537037037,37.487037037,34.1666666667,44.5555555556,41.7777777778,42.5555555556,50,40.6583333333,54.5666666667,0
103.04,44.04,22.25,46.7958826177,29.9720420837,22.4111019583,33.2865197799,27.8152379429,21.1242489534,15.0240740741,36.7611111111,41.6666666667,44.1176470588,43.0588235294,42.0588235294,50.7058823529,40.5416666667,53.1833333333,0
90.25,40.75,19.64,40.0999237299,29.2951847315,21.9984459877,37.3282927407,25.5783197615,19.3595530192,16.1296296296,37.1222222222,37.9166666667,43.0625,45.75,40.3888888889,55.1111111111,39.45,54.6,0.0666666667
93.47,41.48,19.42,42.5928788715,29.460796992,22.15333928,35.3050361872,25.7192717791,19.4907009602,15.162962963,37.4685185185,34.4166666667,42.3888888889,47.3888888889,39.875,56.5,40,56.1583333333,0
109.14,46.04,20.95,41.5323895772,29.3667285919,21.9516120911,40.1511889065,26.2953211841,19.6594245013,14.65,37.2166666667,36.6666666667,42,47.2,39,59,39.45,55.4583333333,0.025
123.56,55.39,32.13,53.1897190496,35.1697241131,26.9590564527,44.9503668547,32.4064979553,25.249268651,17.1888888889,44.0074074074,77.75,43,46.0526315789,39.5625,57.4375,40.0916666667,55.1166666667,0
116.73,48.68,25.68,40.4899970293,31.6632148027,24.4669269324,37.8579315609,28.9823699527,22.2538962894,25.5703703704,46.3314814815,50,44.1875,43.25,42.6111111111,50.1666666667,41.45,51.925,0.0333333333
138.83,52.74,26.96,57.6530535081,31.4267231436,23.3991885466,40.3278535605,26.7737073898,20.3087722063,16.5814814815,44.8203703704,61.5833333333,46.1176470588,39,44.5,45.625,41.425,50.3666666667,0
103.28,50.17,28.49,52.6876838472,30.9876450433,24.2877836227,42.8909915475,29.9721118703,23.7861555324,21.9527272727,46.8927272727,60.3333333333,47.8888888889,36.0555555556,46.7058823529,40.7058823529,41.4833333333,51.45,0
142.73,70.87,47.22,55.4671603932,44.2077092563,36.8683145186,54.8393833637,41.633708477,34.692759335,34.062962963,50.7648148148,105.9166666667,48,34.7647058824,47.75,38.375,42.075,50.0833333333,0
145.51,69.6,46.52,51.6827569849,39.5282575944,32.3624580608,42.9348827811,35.8350600074,29.5089042888,27.7759259259,50.6537037037,119.5833333333,48.4117647059,33.8235294118,48.6470588235,36.1176470588,42.7666666667,48.3333333333,0
92.48,45.26,25.54,43.0040060679,32.907951355,26.4107833439,33.7681292366,29.3580653247,23.5931390874,30.8833333333,52.012962963,69.1666666667,48.6111111111,33.6111111111,48.8823529412,35.2352941176,42.65,48.0416666667,0
101.44,48.45,27.91,43.9342452288,30.9756879807,23.9052275419,33.8894983927,26.8527605269,21.1807412042,21.9481481481,39.7296296296,62.5,48,35.3125,47.9444444444,38.3333333333,42.2166666667,48.2583333333,0
107.52,47.54,26.15,39.307300059,30.8643352508,23.530359904,41.4312681834,27.1716851553,21.4354429881,15.0222222222,32.8240740741,50.3333333333,47.6666666667,35.4,46.7333333333,39.8,41.6916666667,49.7,0
81.92,41.23,19.61,42.4600795297,27.6598394057,21.1884155273,34.3940530665,24.6073754254,18.8224969752,17.7462962963,38.1092592593,37,46.1764705882,37.7647058824,43.4117647059,47.1764705882,41.0416666667,51.3333333333,0
104.28,39.97,19.64,41.7958348218,27.584600673,20.8902546378,30.6974610223,24.5483875275,18.5590896607,15.0111111111,37.1074074074,37.6666666667,44.5882352941,41.0588235294,42.5555555556,50,40.8833333333,53.1083333333,0
252.7,208.34,165.82,83.3589118509,67.1692925621,57.277113634,66.0112691456,56.2173892127,48.3031917678,19.5444444444,40.2574074074,345.6666666667,45.8235294118,38.6470588235,44.7222222222,44.1666666667,41.8583333333,50.85,0
144.39,98.21,70.52,174.6029180951,169.8983007007,144.8511784871,179.9511388143,171.8966690064,148.8868529002,151.1166666667,213.9111111111,155.1666666667,46.9444444444,36.4444444444,45.4,42.6,42.1083333333,49.8166666667,0
83.85,42,20.98,38.8409810596,28.7383415434,22.0836625629,33.4574045605,25.9981646008,19.9620040258,15.8444444444,34.7351851852,39.5,44.9444444444,39.7222222222,40.7222222222,53.2222222222,40.8083333333,50.625,0
88.19,41.31,20.3,51.1488759783,28.537238227,21.2990173764,34.1251608531,24.6290854136,18.9300010681,15.6055555556,35.8092592593,40.5,45,40.3333333333,41.4666666667,52.4,41.1833333333,52.3416666667,0
92.18,45.94,24.18,32.76440037,27.5404636159,21.1743417628,30.1702222263,24.4618421442,18.7949795442,15.0259259259,36.9759259259,37.6666666667,45.3529411765,39.8823529412,42.2941176471,50.3529411765,42.1583333333,50.1333333333,0
102.3,51.52,30.4,45.0047824383,28.4795966148,21.8899646997,33.5686593897,26.4752208485,20.3360638338,16.1185185185,35.5388888889,58.25,45.625,39.25,43.3529411765,48.2352941176,42.0666666667,49.5333333333,0
101.19,44.94,23.8,43.2711502524,33.2583088594,26.2487954532,42.6824487385,30.8834231527,24.3004434987,20.1259259259,40.6333333333,42.6666666667,45.4117647059,39.7647058824,43.8947368421,47.7894736842,41.5,51.8166666667,0
91.97,41.43,19.86,37.2184392081,28.2088821199,21.7958202362,35.7590389252,25.754620496,19.777009964,16.7636363636,37.8890909091,35.5,45.5555555556,39.1666666667,43.5882352941,47.2941176471,41.8166666667,50.925,0
90.41,41.83,20.08,36.3878965378,27.8765230179,20.7826478481,35.8245364428,25.4767508507,18.9924650192,15.0055555556,38.9333333333,36.1666666667,45.1875,40.1875,43.125,48.3125,41.8083333333,50.8333333333,0.025
128.93,55.38,31.72,53.3332383633,39.7002710104,32.3800463676,44.2505393558,33.5611524582,26.911570655,24.1092592593,45.4166666667,84.9166666667,46.1875,38.875,43.1666666667,49.3888888889,41.9833333333,49.825,0.6
144.32,65.81,40.28,66.5875102149,50.6247213152,42.0484754774,56.201004982,48.9554270638,41.1427703434,35.4148148148,64.3851851852,88.0833333333,47.5555555556,36.7222222222,45.3888888889,43.0555555556,42.7666666667,49.3666666667,0.95
96.15,43.98,22.97,39.3799073696,30.4630753994,24.0893360376,31.727044947,26.688806646,21.170157713,18.0074074074,37.0888888889,47.8333333333,48.0625,34.9375,46.2941176471,40.6470588235,42.95,48.075,0.0333333333
90.18,40.48,19.83,38.9470923929,28.0297595753,21.4511333914,31.1512863761,24.6014889165,19.0113640333,16.0259259259,35.9888888889,37.25,47.9411764706,35.6470588235,44.1052631579,46.1578947368,42.45,47.6,0.025
79.03,39.27,19.71,40.4818029906,27.3993443941,20.7957669308,31.3986830181,25.4103252623,19.3288597531,14.5981481481,31.5018518519,37.8333333333,43.8421052632,43.2631578947,41,53.6111111111,40.6666666667,52.0666666667,0
87.38,40.27,20.05,37.1025239309,27.8378170013,21.1385704041,35.28320182,24.3153909382,18.5295815217,15.3648148148,36.087037037,36.9166666667,44.2666666667,42.6666666667,42.2105263158,50.5263157895,41.6583333333,52.4916666667,0
135.04,47.35,22.39,40.1758659363,28.2747337341,21.5870075226,35.0166158676,24.8428925276,18.8922613859,15.5314814815,35.1833333333,45,46.2,38.8,44.0625,46.5625,42.2,51.0916666667,0
164,44.52,21.3,55.1383942366,29.5774581432,21.7869906425,51.9387239568,25.5851512236,18.8204853955,15.8388888889,45.4796296296,38,47.9375,36.1875,45.2941176471,44,43.0166666667,48.8666666667,0
91.73,38.51,19.64,33.6443471347,26.7443557066,20.5180191713,30.4830462933,23.764831543,18.2783608437,14.4092592593,32.5814814815,34,46.2352941176,37.9411764706,41.5,51.6875,42.4166666667,47.7666666667,0.125
107.7,39.83,19.61,35.082775116,27.2107747022,20.6216316223,34.0985746886,24.0344099748,18.4959623939,14.537037037,33.2722222222,35.25,43.2941176471,43.8235294118,39.6842105263,56.6315789474,40.75,51.775,0.1166666667
101.3,42.27,21,42.0950174332,27.4427022934,20.7148461342,34.8336275816,25.4090870619,19.2890719175,14.9518518519,33.9814814815,38,43,44.875,39.1875,57.6875,41.3833333333,51.4916666667,0.025
86.81,40.2,20.02,47.4478964806,27.7732230425,21.1587450504,32.0130249472,25.3096510943,19.2147366019,15.8111111111,37.7981481481,37.75,43.5,44.5625,39.8235294118,56.4117647059,41.325,51.45,0
102.7,43.32,22.03,42.9046526516,29.217954299,22.1951878492,36.044469048,27.3655993518,20.8074189354,16.2259259259,36.1185185185,42.5833333333,44,43.9411764706,41,54.2352941176,41.7583333333,50.35,0
89.59,46.47,26.76,38.8486003876,30.3000059689,23.6803201788,39.594033073,29.1860849717,22.8154475268,17.9563636364,41.4272727273,56.5833333333,44.4117647059,42,43,49.1764705882,41.8,50.675,0.0333333333
92.68,48.95,28.33,42.0445221663,29.257604003,22.9510535002,34.5837747786,28.3133735657,22.0537584093,18.2833333333,38.5259259259,54.5833333333,45.25,40.375,43.7222222222,47.3888888889,42.3416666667,49.6166666667,0.0333333333
115.99,60.29,39.06,41.8013381958,34.059672524,27.3009268817,42.1229584217,33.3490781784,26.8790637255,24.1611111111,46.7388888889,114,46.3529411765,38.7647058824,44.5625,45.5625,42.6833333333,48.5166666667,0
104.02,51.24,31,44.3966904809,33.096921472,26.4690646003,41.350556725,31.6803207397,25.6031925804,27.4481481481,47.562962963,101,47.8823529412,35.8235294118,46.9473684211,40.2105263158,43.1583333333,47.7916666667,0
120.83,44.08,23.63,53.4565115709,30.703526717,23.8972559709,50.5321795146,27.8370850881,21.7622524262,22.5962962963,41.9888888889,45.3333333333,48.7692307692,34.3076923077,48.2,38.2666666667,44.1416666667,46.675,0
154.59,56.47,31.79,53.9988196878,31.7043975381,24.4115657807,47.6419051488,29.384677781,22.8760034773,16.5537037037,39.65,51.6666666667,48.0588235294,35,46.1111111111,41.4444444444,43.6166666667,45.6666666667,0
97.34,45.15,22.31,53.3556345701,29.405885458,22.5059580803,33.3643440008,26.7744269371,20.4379453659,16.6222222222,39.2666666667,39.25,47.75,35.0625,44.9375,44.1875,42.825,46.975,0
109.97,45.19,21.95,47.5789852142,27.683594872,21.0580037061,37.8647631407,24.4524973631,18.6170953512,15.2333333333,34.2018518519,43.5833333333,47.4117647059,35.9411764706,44.9375,44.5625,43.6083333333,48.3333333333,0
127.52,44.24,23.27,46.212240537,28.9713615841,21.99230459,34.7106026544,25.8034974204,19.8408443663,15.637037037,40.312962963,44.6666666667,48.8333333333,33.8333333333,47,40.5555555556,44.3833333333,45.6916666667,0.025
92.26,42.16,20.85,33.8693420186,25.8506008597,20.1614138659,33.5382919312,23.6065430641,18.4170775414,16.087037037,37.5777777778,40.8333333333,49.8823529412,31.1764705882,48.25,37.8125,44.3583333333,45.575,0.2166666667
89.22,43.66,22.98,37.699851789,27.2035168096,21.4551640561,29.532934301,25.0870508306,19.6216911989,14.3740740741,32.6962962963,48.5,48.0526315789,34.5263157895,43.2941176471,48.4705882353,43.275,45.9,0.0833333333
135.68,91.08,67.66,64.4851493835,46.8433704376,39.8623751535,52.1243903512,43.9818493693,37.2550195393,18.1685185185,35.8,172.0833333333,47.5555555556,35.3888888889,44.4210526316,45.6315789474,43.6666666667,47.15,1.1916666667
93.63,47.57,26.48,48.2103065252,39.3566485643,33.1087857485,50.6884348252,39.8986925238,33.6034333846,57.3314814815,74.4759259259,67.9166666667,48.4375,33.875,46.3529411765,40.7058823529,43.95,45.9333333333,0.7333333333
82.72,45.7,23.7,41.4230549756,28.5617756563,22.6225719452,42.2684895992,26.761121273,21.2495551109,19.4444444444,40.9407407407,48.4166666667,49.8823529412,30.7058823529,48.4375,37.625,44.05,44.4,0.8666666667
87.16,43.63,22.85,39.7773857117,28.9714794159,22.9783870473,31.1935159895,25.928144243,20.6434555584,18.0240740741,35.0796296296,47.5,49.9411764706,30.5882352941,47.8333333333,38.5555555556,42.675,47.1333333333,0.675
83.38,40.57,20.7,34.3929221895,26.4932018916,20.7311447991,31.5274365369,23.6781048494,18.5213487288,14.5425925926,34.2944444444,40.4166666667,46.3888888889,37.3333333333,41.6470588235,51,42.275,48.2666666667,0
108.76,40.91,20.65,33.4247936249,25.8800022125,20.0547671,34.5833280352,24.8299381468,19.0967472924,14.7648148148,34.0203703704,39.9166666667,43.5333333333,43.2666666667,40.0555555556,54.5,41.1666666667,51.2833333333,0.0333333333
84.98,42.62,23.04,30.7472136815,26.0590282016,20.4261626138,30.6858027609,24.6706700576,19.0873812625,14.8462962963,31.8111111111,49.75,44.3888888889,41.6111111111,42.0526315789,50.6315789474,42.45,50.6166666667,0.1
78.69,42.48,22.27,44.2450344903,25.9289652961,20.4634121486,43.6393145323,25.5646569729,19.6778926849,16.7709090909,34.5854545455,41.25,46,38.1428571429,43.75,46.875,43.7583333333,46.5916666667,0
96.8,44.34,24.29,34.7938138176,29.4578414244,23.5200078628,34.74272622,27.7145740721,22.1910025279,19.1333333333,37.6333333333,68,46.6470588235,37.5294117647,44.1111111111,45.8333333333,43.7916666667,45.1,0
91.86,40.28,20.55,39.739443885,26.0199566947,19.9105594423,33.8165157542,23.8350262361,18.5750705495,17.1685185185,38.3722222222,37.3333333333,46.2777777778,37.9444444444,43.2941176471,48.2352941176,43.2333333333,45.6333333333,0.425
83.48,40.52,20.3,39.5909794255,27.297155581,21.1233870858,31.0872983933,24.0108585358,18.5748790503,14.9981481481,32.912962963,39.4166666667,46,38,43.4375,47.75,42.2,47.975,0.5916666667
98.16,42.89,22.03,43.0291697979,26.9246737957,21.0792533159,32.6116803487,23.8071773317,18.4462769826,15.7314814815,36.1055555556,43.1666666667,46,39.25,43.5,47.7777777778,42.4333333333,48.5166666667,0.0583333333
83.89,40.62,20.09,37.26380229,25.5950440169,19.8580684662,28.8754762411,22.6176152229,17.2425001264,16.1388888889,34.2851851852,40.0833333333,46.5,37.25,45.5,42.625,43.125,47.25,0
80.39,41.85,20.54,37.5781915453,25.4638818105,19.6387388441,26.5617876689,21.704368337,16.9196142197,14.0314814815,30.6185185185,33.75,47.7222222222,35.0555555556,45.3333333333,42,43.6583333333,46.3166666667,0.2166666667
92.71,43.38,22.92,35.4112073263,26.8331490835,20.7718761444,30.173732996,25.0112426281,19.4219355583,15.462962963,33.6259259259,44,47.4666666667,35.1333333333,45.125,43.375,43.3166666667,45.5916666667,0.05
119.79,53.15,31.71,39.2107840145,28.4312202229,22.039873011,33.4157043906,25.2885398865,19.5805299422,17.5018518519,38.312962963,73.3333333333,48.1764705882,34.4117647059,46,40.5294117647,44.275,44.5916666667,0
99.73,41.14,21.36,41.291038962,29.4406522863,23.6115733876,33.5420557261,28.3948768377,22.9415884614,22.1425925926,44.712962963,39.4166666667,49,33.4117647059,45.6875,41.6875,44.15,44.2916666667,0
88.63,40.16,20.14,40.8498369853,25.5869877073,19.5725236469,29.8491674311,23.4958931418,18.1780285555,14.5851851852,32.9537037037,32.9166666667,48.2222222222,34.6666666667,44.3529411765,45.7058823529,43.725,44.8,0.1666666667
79.33,38.4,19.72,34.6254282559,24.7781906128,19.0678339566,33.1615037357,22.9375096489,17.6948020037,14.2259259259,33.0425925926,34.5833333333,46.1176470588,37.1176470588,41.8823529412,51.2941176471,43.075,46.45,0.05
85.2,38.96,20.19,36.3084974791,25.2239077719,19.3949873071,34.6260286219,22.7467137505,17.41614381,14.4981481481,34.7203703704,34.9166666667,46.5789473684,36.7894736842,42.9411764706,48.9411764706,43.2166666667,46.875,0
103.55,39.95,20.09,40.5884259939,24.6770496368,18.9937131405,28.9312497307,22.9316272736,17.6429311528,13.8314814815,34.4074074074,42.25,48,34.6875,44.1764705882,45.7058823529,43.9583333333,46.0666666667,0
82.04,44.78,24.17,37.8563888338,25.424513393,19.8269041909,33.5099244648,24.7207712597,19.0781286028,14.4148148148,31.7907407407,43.1666666667,48.5,33.8888888889,44.7777777778,44.5,44.6916666667,44.2583333333,0.0583333333
125.24,42.34,21.48,38.9457801183,26.0384361479,19.9965781106,30.360942483,22.7256036997,17.4718341231,16.1203703704,36.1944444444,37.9166666667,47.5555555556,36,43.9375,47,43.8416666667,44.9416666667,0
103.04,42.45,21.52,41.1847171783,26.3027745565,20.1963110606,32.46123049,24.1148108376,18.3358491262,15.0444444444,34.0018518519,40.5,48,35.0666666667,44.4444444444,45.7222222222,44.325,45.6916666667,0
92.05,40.11,21.63,32.4232773028,24.6465693022,19.0714620289,33.9039958505,23.7971585218,18.4258830127,14.6425925926,33.2166666667,44.6666666667,47.3157894737,35.7894736842,43.6470588235,47.1176470588,43.8583333333,44.65,0.025
94.65,41.72,21.42,40.8563410441,25.1357592265,19.4905504862,32.6894497591,23.7221400317,18.7406112447,15.5703703704,32.0888888889,37.75,48,34.4,44.5882352941,44.4705882353,43.9083333333,45.6416666667,0.4916666667
87.93,38.92,20.63,32.52788247,24.832783805,19.5500705507,29.5388351679,23.3010812998,18.1787444353,14.52,32.0109090909,33.6666666667,48,34,44,45.5625,44.075,45.2416666667,0
106.77,42.12,21.49,38.2332957773,25.2397565281,19.648430656,35.6006581924,22.9991177952,17.8305439108,14.6666666667,33.1814814815,37.1666666667,48,33.9411764706,44,46.4117647059,44.325,44.7333333333,0.0333333333
113.18,41,21.15,38.6376362907,25.3178092109,19.5773699019,30.4706019084,23.4020407359,18.1641724904,14.5055555556,33.8703703704,39.0833333333,48.7777777778,33.8333333333,44,46.7333333333,44.1833333333,44.875,0.075
109.76,43.34,23.95,34.3249411583,24.2553129196,19.3265924454,36.564658416,24.1239205411,18.9336794803,16.2185185185,38.1944444444,46.75,49.1875,32.8125,45.4736842105,43.2105263158,44.4583333333,44.3583333333,0
110.03,41.7,21.57,42.0988052593,25.6082612206,19.7508734535,46.9603612563,23.6628332699,18.4417357725,15.4203703704,35.0462962963,39.1666666667,49.8823529412,31.2352941176,47.2941176471,39.4117647059,44.8166666667,43.6166666667,1.075
88.7,41.62,20.98,38.0409457684,24.2636896372,19.0007017255,30.6327979565,22.6010738611,17.7026076317,14.8333333333,35.9759259259,37,48.4375,33.0625,44.875,43.875,44.4583333333,44,0.7083333333
84.27,40.09,20.67,37.8256846035,23.9120652816,18.8313816295,34.3412021188,23.1796849195,18.2831010818,14.5296296296,31.1314814815,36.5833333333,48,33.8235294118,43.1176470588,47.8235294118,43.4666666667,44.7083333333,0.05
95.6,41.43,21.2,35.7848683596,25.1705468893,19.7225222588,29.0581411474,23.8643010083,18.8209540423,14.3277777778,28.9388888889,39.0833333333,47.0625,36.125,43.0588235294,47.8235294118,42.4083333333,47.9416666667,0
103.11,41.07,20.85,37.2534456814,24.0341009252,18.9779063954,32.1761033675,24.1891753253,18.4438661127,14.8203703704,35.0296296296,35.4166666667,47.1176470588,35.4117647059,43.7647058824,46.4705882353,44.15,46.4333333333,0
80.03,41.24,21.11,29.4814887327,24.6833946004,19.3891684588,31.8912830353,23.0922107697,17.9157870412,14.5944444444,31.9518518519,36.75,47,36.7647058824,42.5,49.125,43.45,45.3416666667,0.05
79.17,40.9,21.46,32.3424351215,24.2083675861,19.0669810772,28.8202255037,23.5740711424,18.4645139906,14.5574074074,31.2833333333,36,47.6875,35.4375,44,46.2777777778,44.075,45.3666666667,0.0833333333
105.58,42.54,21.61,34.6113128662,24.6676747799,19.4185548425,33.6742582321,24.5852603912,19.0690747367,14.8944444444,32.9148148148,40.75,48.4375,34.125,44.0555555556,45.8888888889,44.4416666667,44.6833333333,0.0333333333
103.69,40.36,20.91,38.3170278337,26.2305542628,20.2570809258,31.8851234212,24.8905505012,19.034078598,15.1259259259,35.5166666667,37.9166666667,47,36,43.2352941176,47.9411764706,43.8,44.775,0
89.02,41.04,21.04,38.9918022156,25.162689805,19.4741104841,32.3753792445,24.3185287052,19.0874106089,15.3055555556,32.7259259259,37.3333333333,45.8125,38.8125,43,48.8333333333,43.6833333333,46.2666666667,0.0666666667
89.86,40.77,21.02,43.9169448404,25.2475989847,19.6815518772,30.3481643901,24.4958961711,18.9256876777,15.3759259259,33.9537037037,38.0833333333,46.4117647059,37.8235294118,44.1176470588,46.4117647059,43.6083333333,45.625,0.0333333333
100.26,42.22,21.3,34.0991075179,25.107593873,19.5376795601,28.9770755768,23.7195902432,18.2243476194,15.0685185185,31.7222222222,39.8333333333,47.9411764706,35.1764705882,45.5294117647,42.3529411765,44.3333333333,45.1333333333,0.0333333333
105.95,44.36,22.37,37.8052979708,25.5498604774,19.874012351,34.8672092226,23.6933561961,18.0829252667,15.1814814815,36.2666666667,39.5833333333,49,32.9375,47.3333333333,39.8333333333,45.4,43.2333333333,0
88.67,43.44,24.31,32.1679980755,25.0968427658,19.8698446751,30.573609857,23.8006780288,18.9790036258,15.9444444444,32.6518518519,47.5833333333,50.125,29.5625,47.7647058824,38.4117647059,45.0333333333,42.725,0
97.11,42.39,21.21,33.1774873173,24.5304724749,19.1595184102,31.234101948,23.3543554607,17.9004666178,14.9203703704,33.537037037,40.1666666667,50.4117647059,29.3529411765,46.7368421053,40.1052631579,45.3083333333,42.8,0
95.6,42.49,21.83,37.1438522339,25.2788486481,19.9130643543,39.6754509421,23.7044359095,18.6438694,14.6018518519,34.137037037,44.1666666667,50,30,46.4117647059,40.4705882353,45.3333333333,42.8833333333,0
101.91,45.65,24.31,31.3746590932,25.584780248,20.3433867137,28.565864002,23.9635910707,18.8771625968,16.2944444444,34.8574074074,42.25,50,29.3333333333,47.5294117647,39.2352941176,46.2083333333,42.2666666667,0
93.49,41.65,21.99,39.1088171005,24.6115454568,19.3490769068,30.8868575096,24.3721096516,19.0353144407,15.8381818182,34.6090909091,41.6666666667,47.7777777778,34.6666666667,44.0625,45.625,44.1083333333,43.5583333333,0
90.02,43.3,22.96,32.4265690854,25.4679815393,20.237179204,36.8477013111,24.3890982866,19.3147244453,15.8611111111,34.4259259259,43.9166666667,44.4210526316,44,42.4375,49.3125,44.0166666667,44.875,0.025
81.04,42.49,22.83,39.1717664174,26.1431724003,20.8548304694,31.7104405796,25.3706205031,20.011918124,16.6018518519,33.9740740741,42.1666666667,43.1428571429,43.8571428571,40.0588235294,54.5882352941,42.05,47.7083333333,0
93.08,43.03,23.46,36.9798618555,26.8774687052,21.2641468048,35.2034613291,26.4222141902,20.7828677495,16.3111111111,33.5944444444,43.5833333333,43.9375,42.3125,41.1666666667,52.5833333333,43.6833333333,47.5916666667,0
